qpid	cluster_GSZ	cluster_RM1sum	cluster_size	cluster_desccount	RM2	val_avg	jac_avg	desc	genename
HyS0006.391	4124.851569217978	25.271223445476693	64	334	2.262849687128779	0.043222410809262916	5.908563391853557e-05	von Willebrand factor A domain-containing protein 3A	
HyS0006.393	4617.596129509757	38.084223068665175	74	310	2.4756736114621116	0.07283941323022511	0.0015135323094589888	Phosphoprotein and predicted coiled-coil protein	
HyS0006.394	905.5069285454007	58.50037000172631	100	10908	1.0701018305066095	0.2224505253731306	1.4032034494188944e-05	S-formylglutathione hydrolase	ESD
HyS0006.395	4283.224146087027	47.85410927659202	86	419	2.320715460612067	0.03287676041167249	5.595795348795834e-05	cleavage and polyadenylation specificity factor subunit 4	CPSF4
HyS0006.396	3880.5435196021867	50.46005199904689	90	535	2.1758149246115877	0.0633887116887312	7.497878426708912e-05	Tubulin-specific chaperone D	TBCD
HyS0006.397	1985.5177688577362	42.35859098320487	87	1974	1.4373616408984426	0.10028919637348202	6.2963870135933e-05	LOW QUALITY PROTEIN: tubulin-specific chaperone D	TBCD
HyS0006.398	1411.4735498035832	52.8257224930166	66	2964	1.1798568934262708	0.04767368170213297	2.1110135344731133e-05	Non-muscle actin II	
HyS0006.399	3442.641231611798	30.04081781447987	54	408	1.9789382687197845	0.022418161863932227	7.514359059860894e-06	Kelch like family member 2	KLHL2
HyS0006.400	2230.018934506261	49.974124563900595	95	1709	1.5518628850094829	0.13179288832824276	0.00025401965049435795	Lipoyl synthase, mitochondrial	LIAS
HyS0006.401	493.6860347968944	25.97960877618997	42	15407	0.7999745365944801	0.02358387644999761	3.340786118110746e-05	Hydroxyacylglutathione hydrolase	
HyS0006.402	1.8005570877513847e-13	0.6066176588967646	1	38	0.5900000000000001	0.0	0.0	Neurexin-3-alpha	
HyS0006.403	4614.067964152772	45.91707632032211	85	357	2.462539913392284	0.05077767725161813	2.7939390874676845e-05	Sodium potassium calcium exchanger 5	SLC24A5
HyS0006.404	449.2945792633931	42.52261794098344	85	37623	0.7937363261208413	0.045312489909481383	0.00014373817294860926	Excision repair cross-complementing rodent repair deficiency, complementation group 1	ERCC1
HyS0006.405	562.2473966731327	43.67376464330549	71	20093	0.8305706977542615	0.02956864842737662	1.7770924948436213e-05	Medium-chain acyl-CoA synthetase	ACSM3
HyS0006.407	4609.337884744049	28.239999785793433	47	198	2.445005711210036	0.021236090796622434	0.0007714595103256184	VPS35 endosomal protein sorting factor like	VPS35L
HyS0006.408	1483.7014047117364	9.182242702055625	22	870	1.1847858884298996	0.0024628068740313674	1.945098426465059e-06	Scavenger receptor class F member 1	
HyS0006.409	3651.2725836410154	29.083909817315096	52	349	2.064046708942883	0.025542108962971925	1.7886805078590126e-05	Cytochrome c oxidase assembly protein COX11, mitochondrial precursor	COX11
HyS0006.412	1576.2702194468102	1.0369975770448452	2	72	1.2274481993940465	0.01309442227328308	3.3905241252551146e-06	Abhydrolase domain-containing protein 15	
HyS0006.415	1.0128105683741287e-11	0.441745415346283	1	285	0.5959079810927185	0.01114713327707954	2.2793116706395248e-08	Putative mitochondrial-like 4-aminobutyrate aminotransferase (Fragment)	
HyS0006.416	2595.679914188323	6.588361951856298	28	367	1.6350720380168893	0.012828426510645594	5.031454590125508e-05	Scm polycomb group protein like 2	
HyS0006.417	2754.174572274303	8.352896094924633	23	267	1.6967325776168507	0.009548219901735813	0.0001096079604793315	Ras association and DIL domains	
HyS0006.418	2226.662779010981	17.815766562348152	45	810	1.5024712068121582	0.04111812738433838	0.0006743847033173043	Nuclear migration protein nudC	NUDCD3
HyS0006.419	1423.1280957923143	23.978140756616238	35	1544	1.1792969109988802	0.03782132018794147	1.8649117283820738e-05	Ribosomal protein rpl10	RPL10
HyS0006.420	4184.922331977339	39.821897974597455	67	342	2.277030270919643	0.02448139691426434	0.004309888207378044	Potassium channel tetramerization domain containing 2	KCTD2
HyS0006.421	2815.3117419567493	24.056574895357794	34	384	1.7322822666192377	0.03048243646802231	9.392542429776904e-05	Pre-mRNA-splicing factor ini1	PHF5A
HyS0006.422	3898.225122788277	42.96974451191138	63	371	2.172955539566933	0.04464810963476537	9.961725982080917e-05	WD repeat domain phosphoinositide-interacting protein 3	WDR45B
HyS0006.423	2969.438480452502	37.405220725733365	72	730	1.8087036466795148	0.058352087632371985	8.240266784363382e-05	gamma-interferon-inducible lysosomal thiol reductase	
HyS0007.2	277.996085416292	49.132575901448256	94	107912	0.8168401794486386	0.21819099903164835	2.5789767414083798e-05	Peptidyl-prolyl cis-trans isomerase C	PPIC
HyS0007.10	2311.5938718740927	36.48875308167109	91	1515	1.550781077401282	0.0681840077826019	0.0003002263433043504	Inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein (Fragment)	IKBKAP
HyS0007.11	4150.955285267544	32.600868984282314	79	409	2.277053558334223	0.05032313474237303	9.140687358801366e-06	Cytosolic carboxypeptidase 1	AGTPBP1
HyS0007.13	65.656465592989	2.518248801382599	5	103727	0.6478845788897324	0.05966403562031977	2.6886883643437975e-06	Lactoylglutathione lyase	
HyS0007.15	248.10631286751865	34.953243034520696	63	91236	0.6966474681524397	0.013971388088809631	5.365918157284003e-06	Mitochondrial NADH-dependent fumarate reductase	CPSF2
HyS0007.16	833.1857822291424	48.08429204174157	100	12882	1.0717325523131147	0.2801086491005804	3.276990749608442e-05	Phospholipid-transporting ATPase	
HyS0007.21	647.9995255566572	32.781298479233165	56	11918	0.8657262848126835	0.03118064483913074	3.6641264067149844e-05	Histidine triad nucleotide-binding protein 2	
HyS0007.24	5274.347952035773	34.183965921438435	61	196	2.7589642194241564	0.11173038536965646	0.0003967181964476497	Tumor necrosis factor alpha-induced protein 8	
HyS0007.26	2300.5840662999085	25.06230686066495	64	1080	1.5203445794776749	0.019075998696102107	3.368243886823717e-05	Transient receptor potential cation channel	
HyS0007.28	3632.1936648944907	62.04214913626908	100	678	2.1914350834526166	0.27998551856468296	0.008264632776909305	RNA-binding protein 8A-A	
HyS0007.31	127.57293866269308	0.9451951724158981	2	10998	0.6473662715539016	0.011956771671648655	3.551425342786199e-07	Williams-Beuren syndrome chromosomal region 27 protein	
HyS0007.35	1385.2309075123144	1.0245559565400453	3	140	1.1457413317953753	0.0031112491671911537	3.3659191532334396e-07	Ankyrin repeat and SOCS box protein 8	
HyS0007.36	1728.095458006624	39.292879472280475	78	2335	1.296601226981696	0.028985642643143017	3.2658909040079334e-05	Multiple C2 and transmembrane domain-containing protein 2	MCTP2
HyS0007.37	2536.1211031479884	54.30069874430705	82	1141	1.630329477096352	0.04882965799685422	6.585494118610191e-05	Cyclin-dependent kinase	CDK7
HyS0007.39	2675.556790519835	49.63306312972248	97	1211	1.6942805493118005	0.06422283590241584	0.0009865037792991553	U3 small nucleolar ribonucleoprotein protein MPP10	MPHOSPH10
HyS0007.40	4764.40182240589	37.014089985526816	78	307	2.542678632273517	0.08852237213664345	5.2303937005422556e-05	Double-stranded RNA-specific adenosine deaminase	ADAR
HyS0007.41	5905.56330418688	37.0233852021827	81	207	2.9740117083255613	0.041093206590612406	0.0003493578892502724	AT-rich interactive domain-containing protein 3C	ARID3C
HyS0007.42	1.1508022234679654e-09	0.40716913200253235	1	3038	0.5927046396811685	0.005103092783505155	2.5272525298608143e-08	Ion channel	
HyS0007.45	2147.6197710342435	14.969115513562679	30	578	1.4655311668105497	0.031098620716874293	4.9470845445273617e-05	Upstream transcription factor 2-L-myc-2 protein (Fragment)	RNF126
HyS0007.48	2197.4543466448617	3.1824962983766816	11	197	1.4780499516438426	0.017109216398716647	1.6414728903943638e-05	Adhesion G-protein-coupled receptor V1	
HyS0007.53	1515.18901593315	15.069544873862762	28	1092	1.2005295439535384	0.00840363628011249	5.175909401577593e-07	Cytochrome P450 family 4 subfamily V member 2	CYP4V2
HyS0007.55	1047.3020057423525	2.692241609639693	6	488	1.0094801226157981	0.0010553192936894329	5.466008439198616e-08	Serine/arginine repetitive matrix protein 5	
HyS0007.60	4025.7539439843044	57.97773988197279	88	486	2.2421583755273096	0.07896042505657822	0.00038863268006741214	Vacuolar protein sorting-associated protein 45	VPS45
HyS0007.63	1669.3400566825612	33.47892696351922	52	1668	1.269954012323991	0.02303413300609924	0.0004949578866998196	Ribosomal biogenesis protein RLP24	RSL24D1
HyS0007.64	3.6888920483697385e-12	0.4664174954018593	1	172	0.601033484909827	0.020817704426106528	5.07819945644649e-06	KAT8 regulatory NSL complex subunit 2	
HyS0007.67	3682.4908086284927	60.80798004167507	99	653	2.086218015029551	0.0437763039114508	0.001012525254249933	Transcription and mRNA export factor ENY2	ENY2
HyS0007.68	2801.335096078068	23.813593710588517	57	647	1.7219466049048102	0.021532504147452433	1.696377166570106e-05	Phosphatidylinositol glycan anchor biosynthesis class O	PIGO
HyS0007.80	1424.378463057302	1.725771848841398	6	260	1.1605863020543774	0.0015753090582748277	1.5152855123166427e-07	Transient receptor potential cation channel subfamily M member 2	TRPM2
HyS0007.82	1699.6266292297116	1.5692535013881577	3	93	1.2782094472173868	0.015765730114760585	0.0001479282339558996	NEFA-interacting nuclear protein NIP30	
HyS0007.100	2.3055608513654884e-13	0.5646670360467176	1	43	0.5905467644170899	0.0010316305668203727	1.0833749422914927e-08	Rho-guanine nucleotide exchange factor (Fragment)	
HyS0007.101	804.0314995027987	0.9589515011577895	2	259	0.9170007396745394	0.010166270783847985	8.178990274945716e-07	CREB-regulated transcription coactivator 1	CRTC1
HyS0007.102	661.2911391325662	1.4067742620979002	4	723	0.8577451166841036	0.006091808591517248	1.238786467392803e-07	Sterol regulatory element-binding protein 2	
HyS0007.103	1.010007198207257e-12	0.45068764254837224	1	90	0.6782564373711087	0.16652151193171924	1.8023648563125944e-06	Sterol regulatory element-binding protein 2	
HyS0007.104	3464.6489611533043	26.611408326693553	49	365	1.991351371887991	0.029193848485397893	0.0009523864704190652	Vacuolar protein sorting-associated protein 33B	
HyS0007.105	658.2030885643995	23.968806214925305	50	10267	0.8738527314559257	0.03881052671879434	9.584346024878519e-05	Integrator complex subunit	INTS3
HyS0007.106	910.3970267795802	4.2730037378902175	12	1287	0.9860913507525128	0.060152759599997344	0.0025788726341071946	Mitotic checkpoint protein PRCC	
HyS0007.108	7.793271074836366e-14	0.5044953490012949	1	25	0.6010156557693302	0.020784221279270782	9.245658389633857e-07	Zinc finger SWIM domain-containing protein 1	
HyS0007.109	1717.8044347987054	67.30049046408782	100	3031	1.3315045798538225	0.10260655580986439	6.65677556144606e-05	Isocitrate dehydrogenase [NAD] subunit, mitochondrial	
HyS0007.114	3576.201868994753	1.0215732731288167	2	14	2.0308492170216397	0.019540136496587587	0.0006098540273480043	ACR, YggU family COG1872 domain-containing protein	
HyS0007.115	3066.763703002056	0.7985619143727921	2	19	1.8187121555023689	0.003786048717926192	3.42405228655998e-06	Mucosa associated lymphoid tissue lymphoma translocation gene 1b (Fragment)	MALT1B
HyS0007.116	4699.902260647878	33.4191485316225	60	243	2.4812098287313535	0.0211154825657418	0.002885935617953455	Ras which interacts with calmodulin	RIT2
HyS0007.122	2216.7415952767496	1.0007302432280527	2	35	1.5227978361691403	0.08698280447954015	1.5584214201795385e-05	28S ribosomal protein S29,mitochondrial	DAP3
HyS0007.123	3630.3953078450954	16.684913506630725	34	230	2.064093773542089	0.04137689166928556	0.00029489096646894314	Retrograde Golgi transport protein RGP1	RGP1
HyS0007.125	502.64576183108693	61.26849742608084	100	35368	0.9239754154244305	0.25072244706579105	0.0017106873563221593	6-phosphogluconate dehydrogenase, decarboxylating	
HyS0007.126	3872.3841667522374	43.28335704541516	85	507	2.1625316899494758	0.04447350667303444	0.00035323559364327676	Rho guanine nucleotide exchange factor cdep	FRMD3
HyS0007.128	815.7288324084893	45.61247626696202	94	12611	1.0271665813914814	0.2091979114598375	7.767718584748712e-06	Mitogen-activated protein kinase	
HyS0007.129	1.5087775159586074e-14	0.5245230050114779	1	11	0.7217695732729574	0.2486218302094818	1.630966041729204e-07	Mitogen-activated protein kinase 6 (Fragment)	
HyS0007.130	320.61342814023953	6.200763812414777	13	11296	0.739731543155716	0.04053990210148778	1.1892915812341246e-06	Mitogen-activated protein kinase	
HyS0007.131	125.87658355853048	1.0165062466380297	2	11257	0.6684908724420772	0.05309478896486678	4.3364279033507826e-08	Mitogen-activated protein kinase	
HyS0007.132	1433.9771729166323	1.2470243565455945	3	129	1.2077419908948634	0.08330258983250939	3.745584901996979e-05	HAUS augmin-like complex subunit 6	
HyS0007.133	1019.1198556013894	5.200862856935551	15	1276	0.9995462091593343	0.0035815814152078814	1.438435920024471e-06	Chromatin assembly factor 1 subunit A	
HyS0007.134	3103.433288042209	6.009424838142659	14	127	1.8605087511155114	0.054972495805618284	6.560825026605087e-07	La ribonucleoprotein domain family member 6	
HyS0007.139	1433.3838219502109	1.208093709282177	3	129	1.1994771993569777	0.0681567125708815	3.064571630828386e-05	HAUS augmin-like complex subunit 6	
HyS0007.140	780.5090740221408	8.411234446194143	24	3513	0.9048904425448485	0.005069396647617259	1.635637759373058e-06	Transcription factor IIS TFIIS	
HyS0007.141	2989.8356717770075	5.610848910140746	13	127	1.8124766897250892	0.05008001881317246	5.521652351874845e-07	La ribonucleoprotein domain family member 6	
HyS0007.146	7.793271074836366e-14	0.5417225003338486	1	25	0.6026151016459947	0.023802017654476676	1.6144561082580397e-06	Stimulated by retinoic acid gene 6 protein homolog	
HyS0007.147	3501.031164020878	55.885376249792145	86	628	2.0186100140347065	0.05318615605294276	0.0004442859147741297	Unconventional myosin-Ie	MYO1E
HyS0007.148	4862.343778339259	53.093824375088204	89	337	2.5832132019794556	0.09108588876666206	8.479871043762744e-06	Dual specificity mitogen-activated protein kinase kinase 5	MAP2K5
HyS0007.151	4889.461196217534	53.5525801340706	90	337	2.594129692262917	0.09121705631378128	8.696479951704664e-06	Dual specificity mitogen-activated protein kinase kinase 5	MAP2K5
HyS0007.154	986.6103587536359	0.7269700191257338	2	184	0.9878040207864147	0.005962032123542722	1.297413680501868e-08	Major facilitator superfamily antiporter	
HyS0007.156	3724.6182591269635	54.747640355232406	87	561	2.100346954867044	0.038677910024946915	1.7945151843313705e-05	BTB/POZ domain-containing protein 2	BTBD1
HyS0007.158	1012.3591142251925	1.4631181808396603	3	262	1.001123312397619	0.01165974067666625	2.0744545223256514e-07	Cytosolic Fe-s cluster assembly factor nubp1-b-like	
HyS0007.159	246.93470532663108	4.055704574979624	14	20180	0.6908567669395043	0.003929968670245118	7.06811020541989e-08	p-loop containing nucleoside triphosphate hydrolase protein	
HyS0007.160	3614.7290293174046	22.434926180690514	45	307	2.077972763098272	0.07939828634155026	2.980514421133709e-06	snRNA-activating protein complex subunit	SNAPC3
HyS0007.161	362.47643842555027	9.83609771923909	30	20356	0.7373714204511311	0.004492101565293805	1.5625652674129595e-06	Transient receptor potential cation channel trpm	NUDT9
HyS0007.162	453.6765857925999	25.70118281600369	66	28324	0.7855096472487233	0.02648859552765251	2.8651013718499195e-06	Receptor-type tyrosine-protein phosphatase eta	PTPN9
HyS0007.163	1526.87078663751	17.788045910541683	41	1566	1.2190654453039418	0.03455881020790832	4.806193731268932e-05	Fibrinogen C domain-containing protein 1	FGA
HyS0007.165	1816.8385968573634	8.534095600639203	21	555	1.3201628861494905	0.006465029348723037	4.9092586093544686e-05	WD repeat, SAM and U-box domain-containing protein 1	AHI1
HyS0007.166	4600.053323637986	27.737889220298378	44	186	2.452124323326138	0.041703315105565714	1.1843249680169987e-05	Multifunctional methyltransferase subunit	TRMT112
HyS0007.167	385.65933051055794	8.02429021121821	21	12501	0.7504761629659678	0.011721362031675528	5.444247829815557e-06	Zinc finger CCCH type	
HyS0007.169	1046.0169806961858	40.26152451738852	75	6129	1.1592370103833392	0.28456377055031856	0.0005709856598068993	Deoxyribonuclease gamma	
HyS0007.171	2415.2098226359913	4.630625665448759	12	183	1.5591577848506912	0.005799615444810612	2.98052725311777e-06	A disintegrin and metalloproteinase with thrombospondin motifs 7	ADAMTS7
HyS0007.172	429.4441718229896	65.10726545946629	100	48409	0.8449513070237956	0.1569300387739579	3.588722010612578e-05	Glutamine synthetase	
HyS0007.173	3967.479231852487	39.67731372166016	89	505	2.196937794083288	0.037633675601406485	1.2663677387025038e-05	Ras protein-specific guanine nucleotide-releasing factor 1	RASGRF1
HyS0007.174	1526.543830428188	1.837208340496698	4	153	1.2050500626320177	0.00836303309102518	6.146124965444025e-06	Fucosyl transferase	
HyS0007.175	1275.0833562573648	23.613655300468277	49	2697	1.2261676183147854	0.23793939202743913	0.001319901864842626	Common central domain of tyrosinase	
HyS0007.176	1309.0744200062766	25.88784443682224	53	2765	1.267523550649	0.2903010233893136	0.0017120125076519478	Common central domain of tyrosinase	
HyS0007.177	1390.1003875036267	11.27492265101951	21	971	1.1640671374716467	0.034008075976626244	0.0001351101292022846	Activated RNA polymerase II transcriptional coactivator	TCP4
HyS0007.178	1877.7594853957016	1.2581066770630018	3	74	1.3411037941582806	0.0	0.0	Synembryn-A (Fragment)	
HyS0007.183	2681.060075328471	47.783153375760534	88	1093	1.6829005662782839	0.038611947032065004	0.0006102109950389442	Furin, paired basic amino acid cleaving enzyme	PCSK1
HyS0007.185	367.1527791145203	3.549046705503161	14	9265	0.7400167060872755	0.005953703703703703	6.573925221765753e-06	Subcommissural organ spondin	HMCN1
HyS0007.189	1521.4511423258691	10.032422805036868	31	1190	1.2002957392745426	0.003235309908822779	2.840462594921121e-05	Complement factor properdin	
HyS0007.193	1.9689839123774828e-08	0.328266588206424	1	12567	0.7207969171272401	0.2467866323907455	9.761345603606415e-08	Tyrosine-protein kinase	
HyS0007.195	2530.545485584561	55.8265847049294	97	1356	1.6274807187599176	0.04766425002982034	2.360051442110739e-05	Eukaryotic translation initiation factor 3 subunit J-A	EIF3J
HyS0007.197	4.509715764577693e-06	0.4128555950479319	1	190378	0.5976108858377897	0.01436015752416564	2.7304780611851663e-08	Transposase	
HyS0007.198	4337.924214409083	29.234000235711765	77	363	2.3573134746823756	0.060335385406237334	0.008301732671809201	Homeobox transcription factor Orthopedia	
HyS0007.199	3809.030500714779	53.1925900597333	89	549	2.134380705813159	0.03910667768896222	0.0020983176048708853	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	LSM6
HyS0007.202	3472.0471282771787	45.01016754700906	85	631	2.0305951382840495	0.09768538232064834	0.00015171716172696098	enoyl-CoA delta isomerase 1, mitochondrial	ECI1
HyS0007.203	3441.9009417746893	44.694279552180504	83	627	2.0039753888879153	0.0702129008180975	0.00010873722240139286	Enoyl-CoA delta isomerase 1, mitochondrial	ECI1
HyS0007.204	4996.478039511966	46.431527886914836	82	294	2.6142702142472793	0.04843923583800889	0.00031017241740186963	NAD-dependent protein deacetylase sirtuin-6	SIRT6
HyS0007.206	1584.4866060240474	1.578767945663209	4	141	1.2260367936612728	0.004228283441766588	5.805137587191999e-05	Cysteine rich transmembrane BMP regulator 1	
HyS0007.207	779.8536125823462	8.999673335148001	21	3052	0.9028793578452827	0.0017695940694685238	1.3977762924374567e-06	Alpha-2-macroglobulin	
HyS0007.208	3924.999271267939	53.495177348511994	90	523	2.1823961748406395	0.04225717815364919	8.095601490809474e-06	Elongation factor Tu GTP-binding domain-containing protein 1	
HyS0007.209	3030.086452853729	12.358094691667473	27	262	1.8121480847609317	0.0190739190395044	0.00021632642513922724	LOW QUALITY PROTEIN: pappalysin-2	PAPPA2
HyS0007.213	223.4193609780136	2.089593717688139	5	8939	0.6821071200452289	0.005168597168597169	9.577333466956912e-07	fibronectin type III domain-containing protein 1	
HyS0007.214	888.4832014821475	39.505263222724786	97	10975	1.010096286584885	0.12205397257493827	0.0007200263654380291	Metalloendopeptidase	
HyS0007.216	1392.5056047511869	0.7439829261069711	2	92	1.152838632885492	0.011012057199019919	3.347684386587797e-08	cell wall protein DAN4-like	
HyS0007.217	146.38697142965876	11.250300342772034	24	100092	0.6513083475927033	0.005195375182834175	5.086968868567961e-07	Clip-domain serine protease	
HyS0007.220	2113.4980455210734	36.125149300010925	66	1321	1.4497174144229152	0.02698991372627641	0.0006770969779627917	Lariat debranching enzyme A	DBR1
HyS0007.224	1559.4514337575895	43.75316342240686	100	3639	1.2985933716634976	0.16002177555133765	6.285591264507658e-05	Sodium channel protein 60E	
HyS0007.227	3739.0772585844625	59.17422546912389	97	621	2.118885858979829	0.06274394424194187	3.325489075145716e-05	Phosphatidylinositol 3-kinase catalytic subunit type 3	PIK3C3
HyS0007.229	2874.532909971011	22.30133761587432	65	694	1.7532497765536221	0.02532924812192458	0.0006055530298746065	Thyroglobulin	NID1
HyS0007.230	828.6717483133167	22.83374950790947	54	6959	0.9282145722840474	0.012726695776327257	3.620986336446005e-05	Myosin light chain kinase	
HyS0007.233	186.07916247734858	1.9856829414447177	4	10264	0.6650100056897156	0.0010912087977161598	1.7993266793980472e-09	Protein disulfide-isomerase like 2-1	
HyS0007.234	909.8257221329438	60.680083750888606	100	10809	0.9591231397249633	0.009797616795914508	5.698497554816504e-06	Protein disulfide-isomerase	PDIA3
HyS0007.236	1809.0736934677714	5.620454028131435	15	407	1.3495142461928538	0.06770450181522662	6.914218374985452e-05	GRAM domain-containing protein 3	
HyS0007.237	2041.2378250747258	5.3977789422712945	13	278	1.423816781057119	0.032591739791739786	0.002401446880320698	PR domain zinc finger protein 14	PRDM6
HyS0007.238	559.657229271221	28.83585640040713	44	12561	0.8280548301942122	0.02677723220173384	2.7094024902569524e-07	Fructose-1-6-bisphosphatase	
HyS0007.241	3643.007173191398	28.12920515837264	61	410	2.0596191016544303	0.023424294971478455	6.780214936169422e-05	Amyloid beta precursor protein binding family A member 2	APBA2
HyS0007.242	4565.408707070881	40.06140948833122	71	305	2.434965798193833	0.03547551974836642	1.4494942299975696e-05	major facilitator superfamily domain-containing protein 12	MFSD12
HyS0007.243	4.639800001929207e-13	0.5589012255868515	1	61	0.6120410208011267	0.041586306653809066	1.3913730384624372e-05	Pituitary tumor-transforming gene 1 protein-interacting protein	
HyS0007.244	3375.8410559692147	41.204805760998	84	653	1.9733062982674028	0.06218159365707911	0.0006815620732471333	Peptidylglycine alpha-hydroxylating monooxygenase	PAM
HyS0007.246	420.8946317832224	42.40944221671301	69	34841	0.7980926281165833	0.0749701180240042	3.064252861068639e-05	alpha-methylacyl-CoA racemase	AMACR
HyS0007.248	4784.860536720927	50.26050648001749	88	344	2.531332477185291	0.051670376919816026	0.00014813647088892341	Sorting nexin family member 27 (Predicted)	SNX27
HyS0007.249	1401.069844095168	1.7853701527242165	5	226	1.1512608961311221	0.0015716195069645628	7.718186873129602e-09	Receptor-type tyrosine-protein phosphatase T	
HyS0007.250	3095.1934672164466	10.32709426871555	27	249	1.8521175778088912	0.04535805248263445	2.1155325805425414e-05	GATA zinc finger domain containing 2Ab	
HyS0007.251	758.7450135161007	33.52053398499266	58	9010	0.9051178014443078	0.021923198393110393	2.5044475949746604e-05	Mitochondrial isoprenyl diphosphate synthase	FDPS
HyS0007.252	4470.366998601723	41.356617233390566	71	318	2.3984372286529583	0.03822703513619771	0.001505029504222722	Cactin, spliceosome C complex subunit	CACTIN
HyS0007.253	4048.9632179866176	40.7461484443586	68	370	2.2250946449127413	0.029247948628597753	0.00039724724686867864	Class I helical cytokine receptor number 1	
HyS0007.254	535.2842725711287	58.04216805505371	97	30278	0.8484770989481397	0.08370141786932359	8.192244733670973e-05	50S ribosomal protein L20, chloroplastic	RPLT
HyS0007.256	3.708802610102873e-08	0.4711648459591951	1	17248	0.6339701914652629	0.08296246847648717	4.1578944758425886e-06	Hexosyltransferase	
HyS0007.261	4162.076489451542	0.9036760865813286	2	3	2.2564887316741573	0.0031285551763367463	8.250409220297327e-08	17a-hydroxylase/lyase	
HyS0007.264	187.0070646948094	1.8664312625027086	5	12599	0.6660688981346027	0.002388814016172507	4.140537722880042e-08	Leucine-rich repeat-containing protein 26	
HyS0007.265	5315.113926616847	51.0276676882811	80	253	2.7400918800978773	0.045365897316162855	0.00011919367861672513	Dynein axonemal intermediate chain 1	DNAI1
HyS0007.269	2823.060613630018	35.968537305686034	76	845	1.733942868527318	0.027768116576612954	7.606448529277627e-05	LOW QUALITY PROTEIN: arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3	
HyS0007.270	1514.685772682277	14.56804522596289	28	1092	1.200204913799701	0.008170901188221178	1.3548516532324455e-06	Cytochrome P450 family 4 subfamily V member 2	CYP4V2
HyS0007.276	6.846564579503514e-11	0.43629224603378874	1	741	0.6050086816451526	0.028317685866531335	1.5406793180920204e-05	Lactosylceramide	
HyS0007.289	1080.8144829984444	1.9488669855023735	8	599	1.0266927337564888	0.008239380108079912	3.4549914363539673e-06	Laminin subunit alpha 3	
HyS0007.290	3430.463210102889	26.884297709058416	57	432	1.9777862896858815	0.02940628427228301	0.0007837490207953831	Galactosylceramide sulfotransferase	
HyS0007.292	4.3405386098956463e-13	0.46144169842030863	1	59	0.5907505617302332	0.001416151910318005	6.088822435222937e-08	Leucine rich repeat containing 61	
HyS0007.294	3083.9667558911547	2.150851547224515	5	47	1.8603166009601513	0.06924121223945631	0.0016028058388763032	Ovomucoid	
HyS0007.295	988.9491495212985	21.51257432822848	37	3378	0.9965175426904624	0.020634205334985375	8.770272003921656e-05	GTP-binding protein homologue	
HyS0007.296	131.93438325717227	0.9832091253080073	2	10241	0.6445810275272742	0.0034099513393589928	7.27252267227219e-10	Protein disulfide-isomerase	
HyS0007.297	1.246923580831806e-14	0.5684829132775375	1	9	0.6140032958395688	0.04528907568587219	4.286302828494434e-06	Lysosomal protein NCU-G1 (Fragment)	
HyS0007.298	4295.775505095547	42.096071238298876	78	378	2.3405593090868515	0.060840372497911736	0.00018548123698565802	Endosulfine alpha b	ARPP19
HyS0007.301	9.65616779950098e-13	0.4670747974130928	1	88	0.5903322801986574	0.0006269433327522094	1.1614922371486469e-08	Kelch like family member 20	
HyS0007.302	1382.0693012866918	0.7743274806744018	2	93	1.1431282830580076	0.0005670987418985894	1.0506225236026396e-08	Kelch like family member 20	
HyS0007.303	950.4042874971118	54.992546310699275	96	9486	1.0087980708516806	0.07289633521686907	6.49093947635928e-05	Neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase	NEDD4
HyS0007.305	829.6968105111754	42.84341797113675	92	11947	0.9944226736255133	0.13687081599273837	0.00012084724459057245	E3 ubiquitin-protein ligase nedd-4	NEDD4
HyS0007.306	2325.1772888830687	58.97394567535389	90	1490	1.560735167775115	0.0767240016037752	2.656859432463414e-05	Asparaginyl-tRNA synthetase	NARS
HyS0007.307	5904.4911596079055	41.58867700138989	78	200	2.9749479372390395	0.04363065360732091	0.001361349199862026	Brachyury transcription factor	TBXT
HyS0007.309	5457.6714294234225	28.56848525984266	59	177	2.794528298424996	0.040157914204793706	0.008801606354309219	T-box transcription factor Tb	TBX19
HyS0007.310	4903.349611473397	38.26426599302528	74	275	2.5750223987761567	0.04463038881094885	0.001422405849737215	Brachyury transcription factor	
HyS0007.311	5605.814049645423	44.8850840759591	82	233	2.8524319469783173	0.037895467861045855	0.0010864576896843466	Brachyury transcription factor	TBXT
HyS0007.312	3383.556828676282	33.67439488713815	81	618	1.9689374298950093	0.0481382432870364	7.147411836591965e-05	Zinc finger RNA-binding protein 2	ZFR
HyS0007.313	1393.4251846599127	58.39732459492162	100	4605	1.191347791291049	0.08295736497893452	0.0005156994124350282	Ubiquitin carboxyl-terminal hydrolase 3	USP3
HyS0007.314	1338.3133495380266	2.351129971345497	5	246	1.1385940786539295	0.02503529877532967	1.5243896980237346e-06	NCK-interacting protein with SH3 domain	
HyS0007.317	5131.171449434602	49.94273779719466	90	306	2.686368923872836	0.08262531560876095	0.005446341317569171	Tetratricopeptide repeat protein 39C	TTC39C
